Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Delta Force: Black Hawk Down,Xbox,61,37,6.6,19,Climax Group,T,Action
Delta Force: Black Hawk Down,PlayStation 2,58,25,8.7,53,Rebellion,T,Action
Nanostray,DS,71,43,7.7,20,Shin'en,E,Action
Coded Arms,PSP,59,42,6.5,69,Konami,T,Action
Halo 2 Multiplayer Map Pack,Xbox,89,37,7.9,42,Bungie Software,M,Action
NARC,PlayStation 2,50,24,7.0,24,Point of View,M,Action Adventure
Dead to Rights: Reckoning,PSP,54,26,7.2,29,Rebellion,M,Action
GoldenEye: Rogue Agent,DS,58,25,7.4,19,"EA Tiburon, n-Space",T,Action
Medal of Honor: European Assault,GameCube,71,22,7.8,18,EA LA,T,Action
Medal of Honor: European Assault,Xbox,72,42,7.1,18,EA LA,T,Action
Alien Hominid,PlayStation 2,78,47,8.4,20,The Behemoth,T,Action
Area 51,PlayStation 2,75,37,8.3,71,Midway Studios - Austin,M,Action
Area 51,Xbox,72,43,7.7,22,Midway Studios - Austin,M,Action
Metal Slug 4 & 5,PlayStation 2,71,20,7.9,16,BrezzaSoft,T,Action
Cold Winter,PlayStation 2,73,41,8.4,31,Swordfish Studios,M,Action
Pariah,PC,69,27,5.7,39,Digital Extremes,M,Action
Raze's Hell,Xbox,71,37,7.3,9,Artech Studios,M,Action
Painkiller: Gold Edition,PC,,,8.1,8,People Can Fly,M,Action
SWAT 4,PC,85,49,8.6,314,Irrational Games,M,Action
Close Combat: First to Fight,Xbox,69,46,6.5,12,Destineer,T,Action
Doom 3,Xbox,88,71,8.0,179,Vicarious Visions,M,Action
Combat: Task Force 121,Xbox,44,9,7.3,6,Direct Action Games,M,Action
Tom Clancy's Ghost Recon 2,GameCube,54,10,1.9,13,Ubisoft Shanghai,T,Action
NARC,Xbox,51,27,3.0,8,Point of View,M,Action Adventure
Special Forces: Nemesis Strike,Xbox,60,10,6.4,5,Asobo Studio,M,Action
TimeSplitters: Future Perfect,PlayStation 2,84,39,8.9,177,Free Radical Design,M,Action
TimeSplitters: Future Perfect,GameCube,82,32,8.6,55,Free Radical Design,M,Action
TimeSplitters: Future Perfect,Xbox,83,54,8.7,46,Free Radical Design,M,Action
Brothers in Arms: Road to Hill 30,PC,87,32,7.3,209,Gearbox Software,M,Action
Project: Snowblind,PC,76,23,6.4,43,Nixxes Software,T,Action
Brothers in Arms: Road to Hill 30,PlayStation 2,82,30,7.5,36,Gearbox Software,M,Action
Brothers in Arms: Road to Hill 30,Xbox,88,64,7.9,73,Gearbox Software,M,Action
Star Wars: Republic Commando,PC,78,34,8.6,412,LucasArts,T,Action
Star Wars Republic Commando,Xbox,78,54,8.6,109,LucasArts,T,Action
Judge Dredd: Dredd VS Death,Xbox,57,17,7.1,8,Rebellion,M,Action
Judge Dredd: Dredd VS Death,PlayStation 2,52,13,5.3,10,Rebellion,M,Action
Chicago Enforcer,Xbox,33,9,2.6,5,Touchdown Entertainment,M,Action
Star Fox: Assault,GameCube,67,59,8.1,137,Namco,T,Action
Terminator 3: The Redemption,PlayStation 2,68,29,7.9,19,Paradigm Entertainment,T,Action
The Punisher,PC,67,19,8.4,154,Volition Inc.,M,Action
The Punisher,PlayStation 2,68,44,8.3,82,Volition Inc.,M,Action
Airborne Troops: Countdown to D-Day,PlayStation 2,39,4,7.9,10,WideScreen Games,T,Action
Metal Slug Advance,Game Boy Advance,79,32,8.6,20,Noise Factory,T,Action
Tom Clancy's Ghost Recon 2,PlayStation 2,58,21,5.7,23,Ubisoft Shanghai/Paris,T,Action
Dead to Rights,Game Boy Advance,40,5,tbd,,Torus Games,T,Action
Alien Hominid,GameCube,78,28,8.3,19,The Behemoth,T,Action
GoldenEye: Rogue Agent,PlayStation 2,60,38,6.8,39,EA LA,T,Action
GoldenEye: Rogue Agent,GameCube,60,35,6.6,19,EA LA,T,Action
GoldenEye: Rogue Agent,Xbox,61,55,6.9,23,EA LA,T,Action
Call of Duty: Finest Hour,PlayStation 2,76,49,7.4,108,Spark Unlimited,T,Action
Call of Duty: Finest Hour,GameCube,74,31,7.5,20,Exakt,T,Action
Call of Duty: Finest Hour,Xbox,73,55,7.5,32,Spark Unlimited,T,Action
Greg Hastings' Tournament Paintball,Xbox,74,11,8.3,48,WXP,T,Sports
Tom Clancy's Classic Trilogy,Xbox,,,tbd,,Ubisoft,M,Miscellaneous
Tom Clancy's Ghost Recon 2,Xbox,80,53,8.6,62,Red Storm Entertainment,T,Action
Medal of Honor: Pacific Assault,PC,80,43,7.1,222,EA LA,T,Action
Killzone,PlayStation 2,70,67,7.3,317,Guerrilla,M,Action
Men of Valor,Xbox,73,47,7.3,10,2015,M,Action
Neo Contra,PlayStation 2,65,37,7.6,11,KCET,M,Action
Time Crisis: Crisis Zone,PlayStation 2,66,38,tbd,,Namco,T,Action
BloodRayne 2,Xbox,71,35,8.8,6,Terminal Reality,M,Action
BloodRayne 2,PlayStation 2,70,26,7.5,37,Terminal Reality,M,Action
SD Gundam Force: Showdown!,PlayStation 2,58,7,3.5,4,Tom Create,E,Action
SD Gundam Force,Game Boy Advance,,,tbd,,Bandai,E,Action
Conflict: Vietnam,Xbox,60,40,7.3,12,Pivotal Games,M,Action
Conflict: Vietnam,PC,55,18,7.1,16,Pivotal Games,M,Action
Robotech: Invasion,PlayStation 2,57,33,7.3,4,Vicious Cycle,T,Action
Robotech: Invasion,Xbox,59,41,tbd,,Vicious Cycle,T,Action
Trigger Man,Xbox,31,5,tbd,,Point of View,T,Action
Trigger Man,PlayStation 2,32,4,4.5,20,Point of View,T,Action
Trigger Man,GameCube,,,tbd,,Point of View,T,Action
Yager,Xbox,70,19,8.0,11,Yager,T,Action Adventure
Star Wars Battlefront,PC,72,19,3.6,1694,EA DICE,T,General
Star Wars: Battlefront,Xbox,80,55,8.3,82,Pandemic Studios,T,Action
Star Wars: Battlefront,PlayStation 2,82,36,8.7,182,Pandemic Studios,T,Action
Vietcong: Purple Haze,Xbox,57,32,8.1,12,Coyote Developments,M,Action
Vietcong: Purple Haze,PlayStation 2,48,11,5.3,8,Coyote Developments,M,Action
Bad Boys: Miami Takedown,Xbox,35,20,5.9,9,Blitz Games,M,Action
Bad Boys: Miami Takedown,PlayStation 2,43,5,3.4,17,Blitz Games,M,Action
Bad Boys: Miami Takedown,GameCube,35,11,2.0,9,Blitz Games,M,Action
Gradius V,PlayStation 2,82,46,8.8,26,Treasure,T,Action
ShellShock: Nam '67,Xbox,58,37,7.0,14,Guerrilla,M,Action
ShellShock: Nam '67,PC,50,20,4.1,17,Guerrilla,M,Action
ShellShock: Nam '67,PlayStation 2,58,48,8.3,21,Guerrilla,M,Action
Terminator 3: The Redemption,GameCube,68,20,tbd,,Paradigm Entertainment,T,Action
Conflict: Vietnam,PlayStation 2,58,24,8.1,23,Pivotal Games,M,Action
Terminator 3: The Redemption,Xbox,66,38,7.4,8,Paradigm Entertainment,T,Action
Army Men: Sarge's War,GameCube,56,11,6.5,8,3DO,T,Action
Fugitive Hunter: War on Terror,PlayStation 2,35,15,5.0,22,Black Ops Entertainment,M,Action
Tom Clancy's Rainbow Six 3: Black Arrow,Xbox,84,55,7.9,16,Ubisoft Montreal,M,Action
Army Men: Sarge's War,Xbox,44,26,tbd,,Tactical Development,T,Action
CT Special Forces 2: Back in the Trenches,Game Boy Advance,76,11,8.5,4,LSP,T,Action
Tom Clancy's Rainbow Six 3,GameCube,68,25,6.8,6,Ubisoft Shanghai,M,Action
Shadow Ops: Red Mercury,Xbox,61,45,6.1,14,Zombie,T,Action
Psi-Ops: The Mindgate Conspiracy,PlayStation 2,84,46,8.5,41,Midway,M,Action
Psi-Ops: The Mindgate Conspiracy,Xbox,84,55,7.6,27,Midway,M,Action
The Chronicles of Riddick: Escape From Butcher Bay,Xbox,89,84,8.9,106,Starbreeze,M,Action
Metal Slug 3,Xbox,76,56,5.4,16,SNK,T,Action
Transformers,PlayStation 2,75,51,8.4,37,Melbourne House,T,Action
Syphon Filter: The Omega Strain,PlayStation 2,65,47,7.2,35,Sony Bend,M,Action
Red Dead Revolver,Xbox,74,61,8.2,39,Rockstar San Diego,M,Action
Red Dead Revolver,PlayStation 2,73,42,7.9,140,Rockstar San Diego,M,Action
Hitman: Contracts,PlayStation 2,80,39,8.1,65,Io Interactive,M,Action
Serious Sam: Next Encounter,PlayStation 2,65,27,8.0,25,Climax Group,M,Action
Hitman: Contracts,PC,74,27,7.7,264,Io Interactive,M,Action
Hitman: Contracts,Xbox,78,44,8.6,20,Io Interactive,M,Action
Space Raiders,GameCube,40,8,6.2,5,Taito Corporation,T,Action
Painkiller,PC,81,62,8.1,376,People Can Fly,M,Action
Serious Sam Advance,Game Boy Advance,51,9,7.5,11,Climax Group,M,Action
Serious Sam: Next Encounter,GameCube,69,18,8.4,12,Climax Group,M,Action
R-Type Final,PlayStation 2,79,50,8.5,36,Irem,E,Action
Tom Clancy's Rainbow Six 3,PlayStation 2,70,34,8.2,18,Ubisoft Shanghai,M,Action
R-Type III: The Third Lightning,Game Boy Advance,46,11,tbd,,Raylight Studios,E,Action
Tom Clancy's Ghost Recon: Jungle Storm,PlayStation 2,70,31,6.0,25,Red Storm Entertainment,T,Action
Unreal Tournament 2004,PC,93,48,8.8,766,Epic Games,M,Action
Gungrave: Overdose,PlayStation 2,68,50,8.4,17,Seta Corporation,M,Action
Dead Man's Hand,Xbox,62,31,6.9,12,Human Head Studios,T,Action
James Bond 007: Everything or Nothing,PlayStation 2,84,42,8.4,82,EA Redwood Shores,T,Action
James Bond 007: Everything or Nothing,Xbox,83,51,7.5,30,EA Redwood Shores,T,Action
James Bond 007: Everything or Nothing,GameCube,84,41,8.4,37,EA Redwood Shores,T,Action
Silent Scope Complete,Xbox,69,25,7.4,5,Konami,M,Action
Unreal II: The Awakening,Xbox,64,27,5.5,22,Tantalus,M,Action
Castle Shikigami 2,PlayStation 2,67,4,7.4,8,Alfa System,E,Action
Mace Griffin Bounty Hunter,PC,,,6.3,4,Warthog,M,Action
Gotcha Force,GameCube,56,24,8.5,23,Capcom,E,Action
Armed and Dangerous,Xbox,79,41,7.0,21,Planet Moon Studios,T,Action
Deus Ex: Invisible War,PC,80,44,6.4,326,Ion Storm,M,Action Adventure
Deus Ex: Invisible War,Xbox,84,50,7.6,44,Ion Storm,M,Action Adventure
Max Payne 2: The Fall of Max Payne,PlayStation 2,73,27,8.2,93,Rockstar Vienna,M,Action
Medal of Honor: Rising Sun,GameCube,68,24,6.6,17,EA LA,T,Action
BlowOut,Xbox,55,11,6.8,4,Terminal Reality,T,Action
BlowOut,GameCube,68,5,tbd,,Pipe Dream Interactive,T,Action
Max Payne 2: The Fall of Max Payne,Xbox,84,34,8.4,67,Remedy Entertainment,M,Action
XIII,Xbox,74,38,8.0,20,Southend Interactive,M,Action
XIII,GameCube,73,27,7.7,26,Ubisoft Paris,M,Action
Star Wars Jedi Knight II: Jedi Outcast,Xbox,81,24,6.1,16,Vicarious Visions,T,Action
Star Wars Jedi Knight: Jedi Academy,Xbox,76,30,8.1,43,Vicarious Visions,T,Action
Metal Arms: Glitch in the System,GameCube,83,30,8.5,30,Swingin' Ape,T,Action
Metal Arms: Glitch in the System,Xbox,82,35,8.0,18,Swingin' Ape,T,Action
Metal Arms: Glitch in the System,PlayStation 2,81,28,8.8,21,Mass Media,T,Action
Terminator 3: Rise of the Machines,Game Boy Advance,50,15,tbd,,Taniko,T,Action
XIII,PC,72,27,7.7,111,Ubisoft Paris,M,Action
XIII,PlayStation 2,73,37,8.4,56,Ubisoft Paris,M,Action
James Bond 007: Everything or Nothing,Game Boy Advance,73,17,8.3,11,Griptonite Games,T,Action
Medal of Honor Infiltrator,Game Boy Advance,80,19,7.4,16,Netherock Ltd.,T,Action
Tom Clancy's Rainbow Six 3,Xbox,86,39,8.4,34,Ubisoft,M,Action
Medal of Honor Rising Sun,PlayStation 2,68,30,7.6,128,EA LA,T,Action
Medal of Honor Rising Sun,Xbox,65,23,5.9,31,EA LA,T,Action
BlowOut,PlayStation 2,58,12,6.2,5,Terminal Reality,T,Action
Drake of the 99 Dragons,Xbox,22,16,1.7,42,Idol FX,T,Action
Call of Duty,PC,91,44,8.4,1172,Infinity Ward,T,Action
SWAT: Global Strike Team,PlayStation 2,69,21,7.8,16,Argonaut Games,M,Action
SWAT: Global Strike Team,Xbox,69,22,6.3,7,Argonaut Games,M,Action
Time Crisis 3,PlayStation 2,81,29,8.1,20,Namco,T,Action
Max Payne 2: The Fall of Max Payne,PC,86,46,8.9,1387,Remedy Entertainment,M,Action
Alter Echo,PlayStation 2,62,26,7.0,10,Outrage Games,T,Action
Alter Echo,Xbox,62,24,7.5,4,Outrage Games,T,Action
Freedom Fighters,GameCube,83,15,7.3,16,Io Interactive,T,Action
Freedom Fighters,Xbox,82,23,8.0,27,Io Interactive,T,Action
Freedom Fighters,PlayStation 2,81,26,8.2,70,Io Interactive,T,Action
Halo: Combat Evolved,PC,83,40,7.7,579,Gearbox Software,M,Action
Star Wars Jedi Knight: Jedi Academy,PC,81,34,8.6,481,Raven Software,T,Action
BloodRayne,PC,65,15,7.7,136,Terminal Reality,M,Action
Dead to Rights,PlayStation 2,73,20,8.5,40,Namco,M,Action
Tom Clancy's Ghost Recon: Island Thunder,Xbox,81,33,7.8,18,Red Storm Entertainment,M,Action
Robocop,Xbox,30,9,4.8,20,Titus Software,M,Action
RTX Red Rock,PlayStation 2,49,23,4.8,4,LucasArts,T,Action
Mace Griffin Bounty Hunter,Xbox,64,27,7.8,11,Warthog,M,Action
Mace Griffin Bounty Hunter,PlayStation 2,62,19,8.7,10,Warthog,M,Action
Resident Evil: Dead Aim,PlayStation 2,65,28,6.7,95,Cavia Inc.,M,Action
Soldier of Fortune II: Double Helix,Xbox,61,26,6.1,14,Gratuitous Games,M,Action
Tom Clancy's Splinter Cell,Game Boy Advance,77,21,8.7,11,Ubisoft Montreal,T,Action Adventure
Return to Castle Wolfenstein: Operation Resurrection,PlayStation 2,66,21,8.5,81,Raster,M,Action
Iridion II,Game Boy Advance,78,13,8.3,8,Shin'en,E,Action
Brute Force,Xbox,77,45,8.0,61,Digital Anvil,M,Action
BloodRayne,GameCube,73,17,8.2,9,Terminal Reality,M,Action
Day of Defeat,PC,79,22,9.0,812,Valve Software,T,Action
Return to Castle Wolfenstein: Tides of War,Xbox,84,38,8.6,90,Nerve Software,M,Action
Conflict: Desert Storm,GameCube,62,19,8.1,14,Pivotal Games,T,Action
Ikaruga,GameCube,85,52,8.5,52,Treasure,E,Action
Red Faction II,PC,64,10,5.8,89,Outrage Games,M,Action
RLH: Run Like Hell,Xbox,55,22,7.5,4,Digital Mayhem,M,Action
Red Faction II,Xbox,74,20,5.6,16,Outrage Games,M,Action
Red Faction II,GameCube,79,12,7.9,7,Cranky Pants Games,M,Action
Tom Clancy's Ghost Recon,GameCube,59,15,5.3,19,Red Storm Entertainment,M,Action
Army Men: Air Combat - The Elite Missions,GameCube,46,5,tbd,,3DO,T,Action
Panzer Dragoon Orta,Xbox,90,41,8.4,84,Smilebit,T,Action
Mobile Light Force 2,PlayStation 2,59,9,7.2,5,Alfa System,E,Action
James Bond 007: NightFire,Game Boy Advance,66,6,7.8,12,JV Games Inc.,T,Action
Savage Skies,PlayStation 2,56,17,7.0,4,iRock Interactive,M,Action
Murakumo: Renegade Mech Pursuit,Xbox,48,18,7.5,4,From Software,T,Action
IGI 2: Covert Strike,PC,64,22,8.2,89,Innerloop,M,Action
Dead to Rights,Xbox,73,39,7.8,19,Namco,M,Action
Tom Clancy's Splinter Cell,PC,91,20,8.5,447,Ubisoft Montreal,T,Action Adventure
Men in Black II: Alien Escape,GameCube,,,tbd,,Atari,T,Action
Battle Engine Aquila,Xbox,76,28,tbd,,Lost Toys,T,Action
Battle Engine Aquila,PlayStation 2,73,17,7.4,5,Lost Toys,T,Action
The Sum of All Fears,GameCube,36,11,3.6,7,Ubisoft Shanghai,T,Action
Star Wars Bounty Hunter,GameCube,67,20,7.8,18,LucasArts,T,Action
Medal of Honor Underground,Game Boy Advance,46,5,1.8,12,Rebellion,T,Action
James Bond 007: NightFire,GameCube,80,17,8.5,63,Eurocom Entertainment Software,T,Action
Reign of Fire,GameCube,54,9,8.2,5,Kuju Entertainment,T,Action
Dead to Rights,GameCube,77,16,7.5,8,Namco,M,Action
Star Wars: Bounty Hunter,PlayStation 2,65,32,8.1,47,LucasArts,T,Action
SeaBlade,Xbox,48,11,tbd,,Simon & Schuster,T,Action
Star Wars Jedi Knight II: Jedi Outcast,GameCube,75,17,8.2,25,Vicarious Visions,T,Action
Die Hard: Vendetta,GameCube,54,23,7.0,10,Bits Studios,M,Action
James Bond 007: NightFire,Xbox,78,30,8.0,27,Eurocom Entertainment Software,T,Action
James Bond 007: NightFire,PlayStation 2,77,20,8.4,86,Eurocom Entertainment Software,T,Action
Ninja Assault,PlayStation 2,60,17,6.0,7,Namco,T,Action
Contra Advance: The Alien Wars EX,Game Boy Advance,70,16,7.5,8,Konami,E,Action
Tom Clancy's Ghost Recon,Xbox,84,29,5.6,31,Red Storm Entertainment,M,Action
Tom Clancy's Ghost Recon,PlayStation 2,63,18,7.4,23,Ubisoft,M,Action
Medal of Honor Frontline,GameCube,80,16,7.5,22,Dreamworks Games,T,Action
Medal of Honor Frontline,Xbox,81,18,7.3,27,EA LA,T,Action
Serious Sam,Xbox,75,22,8.5,21,Croteam,M,Action
Defender,Game Boy Advance,37,12,tbd,,OutLook Entertainment,E,Action
Defender,GameCube,66,14,7.2,5,Inevitable Entertainment,T,Action
Reign of Fire,Game Boy Advance,61,9,tbd,,Crawfish Interactive,T,Action
Doom II,Game Boy Advance,77,12,8.6,60,Torus Games,T,Action
Robotech: The Macross Saga,Game Boy Advance,61,8,6.4,5,Lucky Chicken,E,Action
The House of the Dead III,Xbox,72,30,7.2,14,Wow Entertainment,M,Action
Contra: Shattered Soldier,PlayStation 2,78,33,7.4,38,KCET,T,Action
Defender,Xbox,69,15,tbd,,7 Studios,T,Action
Defender,PlayStation 2,73,24,7.7,7,7 Studios,T,Action
Reign of Fire,PlayStation 2,56,16,7.5,6,Kuju Entertainment,M,Action
Reign of Fire,Xbox,54,13,tbd,,Bam Entertainment,M,Action
Pocky & Rocky with Becky,Game Boy Advance,57,5,tbd,,Altron,E,Action Adventure
TimeSplitters 2,Xbox,88,20,7.6,39,Free Radical Design,T,Action
TimeSplitters 2,GameCube,88,18,8.5,87,Free Radical Design,T,Action
BloodRayne,PlayStation 2,75,18,8.4,42,Terminal Reality,M,Action
BloodRayne,Xbox,76,20,7.9,7,Terminal Reality,M,Action
Red Faction II,PlayStation 2,84,30,7.6,44,Volition Inc.,M,Action
Silent Scope 3,PlayStation 2,61,12,tbd,,KCET,M,Action
Robotech: Battlecry,GameCube,74,11,8.5,4,Vicious Cycle,T,Action
TimeSplitters 2,PlayStation 2,90,33,8.7,174,Free Radical Design,T,Action
Conflict: Desert Storm,PC,56,4,7.6,30,Pivotal Games,T,Action
Conflict: Desert Storm,PlayStation 2,55,10,8.2,45,Pivotal Games,T,Action
Conflict: Desert Storm,Xbox,65,14,8.3,18,SCi,T,Action
Unreal Tournament 2003,PC,86,27,7.8,136,Digital Extremes,M,Action
Monster Force,Game Boy Advance,65,9,tbd,,Digital Eclipse,E,Action
RLH: Run Like Hell,PlayStation 2,58,27,7.1,14,Digital Mayhem,M,Action Adventure
Robotech: Battlecry,PlayStation 2,72,20,8.2,5,Vicious Cycle,T,Action
Unreal Championship,Xbox,83,29,8.2,21,Digital Extremes,M,Action
Tribes Aerial Assault,PlayStation 2,73,23,8.8,45,Midway Studios - Austin,T,Action
AirForce Delta Storm,Game Boy Advance,71,6,tbd,,Konami,E,Action
Gungrave,PlayStation 2,65,28,8.6,25,Seta Corporation,M,Action
Dino Stalker,PlayStation 2,50,18,6.1,17,Capcom,M,Action
Silent Scope,Game Boy Advance,70,5,8.0,5,Now Production,T,Action
Turok: Evolution,PlayStation 2,61,20,7.2,33,Acclaim,M,Action
Turok: Evolution,GameCube,70,19,6.9,27,Acclaim,M,Action
Turok: Evolution,Xbox,68,25,7.3,11,Acclaim,M,Action
Duke Nukem Advance,Game Boy Advance,81,15,8.3,15,Torus Games,T,Action
Gun Metal,Xbox,63,17,7.0,10,Rage Software,T,Action
Operation Flashpoint: Resistance,PC,77,13,8.7,56,Bohemia Interactive,M,Action
Men in Black II: Alien Escape,PlayStation 2,50,19,7.8,9,Melbourne House,T,Action
Endgame,PlayStation 2,57,12,6.8,5,Cunning Developments,T,Action
Medal of Honor Frontline,PlayStation 2,88,29,8.4,188,EA LA,T,Action
The Operative: No One Lives Forever,PlayStation 2,67,23,8.3,18,Monolith Productions,T,Action
Tactical Ops: Assault on Terror,PC,57,12,7.2,22,Kamehan Studios,M,Action
Star X,Game Boy Advance,60,10,tbd,,Graphic State,E,Action
Wolfenstein 3D,Game Boy Advance,57,9,8.3,59,Stalker Entertainment,M,Action
James Bond 007: Agent Under Fire,Xbox,71,16,7.2,18,Electronic Arts,T,Action
Star Wars Jedi Knight II: Jedi Outcast,PC,89,35,8.7,476,Raven Software,T,Action
Gunvalkyrie,Xbox,73,28,6.5,16,Smilebit,T,Action
Tom Clancy's Rainbow Six: Rogue Spear,Game Boy Advance,76,7,7.2,5,Ubisoft Milan,T,Action
James Bond 007: Agent Under Fire,GameCube,74,16,6.8,37,Electronic Arts,T,Action
Command & Conquer: Renegade,PC,75,28,7.7,134,Westwood Studios,T,Action
Serious Sam: The Second Encounter,PC,85,22,8.6,291,Croteam,M,Action
Medal of Honor: Allied Assault,PC,91,34,8.5,561,2015,T,Action
Dark Arena,Game Boy Advance,65,17,7.8,4,Graphic State,T,Action
Max Payne,PlayStation 2,80,21,8.4,138,Rockstar Toronto,M,Action
Rez,PlayStation 2,78,34,8.3,30,UGA,E,Action
Phalanx,Game Boy Advance,71,8,tbd,,Kemco,E,Action
Blood Wake,Xbox,71,30,7.6,16,Stormfront Studios,T,Action
Giants: Citizen Kabuto,PlayStation 2,79,15,7.1,8,Digital Mayhem,T,Action
Max Payne,Xbox,89,24,8.2,81,neo Software,M,Action
Hidden Invasion,PlayStation 2,39,4,5.2,5,Toka,T,Action
Star Trek: Voyager Elite Force,PlayStation 2,52,12,6.9,7,Pipe Dream Interactive,T,Action
Syphon Filter 3,PlayStation,73,19,8.6,81,Sony Bend,M,Action
Dragon Rage,PlayStation 2,50,9,6.3,10,3DO,T,Action
Vampire Night,PlayStation 2,65,18,7.3,10,Wow Entertainment,T,Action
James Bond 007: Agent Under Fire,PlayStation 2,72,27,7.9,59,EA Redwood Shores,T,Action
Half-Life,PlayStation 2,87,24,8.6,152,Gearbox Software,M,Action
Soldier of Fortune: Gold Edition,PlayStation 2,59,14,6.7,20,Pipe Dream Interactive,M,Action
Gradius Galaxies,Game Boy Advance,78,17,8.3,6,Mobile 21,E,Action
Doom,Game Boy Advance,81,24,8.6,81,David A. Palmer Productions,T,Action
Time Crisis II,PlayStation 2,81,21,7.9,28,Namco,T,Action
BackTrack,Game Boy Advance,,,6.8,6,JV Games Inc.,T,Action
Red Faction,PC,78,19,8.0,169,Volition Inc.,M,Action
DOOM: Collector's Edition,PC,,,8.9,24,id Software,M,Action
Silent Scope 2: Dark Silhouette,PlayStation 2,64,17,tbd,,KCET,M,Action
Max Payne,PC,89,32,9.1,1830,Remedy Entertainment,M,Action
Spec Ops: Covert Assault,PlayStation,,,7.5,4,Runecraft,T,Action
WarJetz,PlayStation 2,59,9,tbd,,3DO,T,Action
Mister Mosquito,PlayStation 2,65,23,5.6,17,Zoom,T,Action
Time Crisis: Project Titan,PlayStation,71,13,6.5,10,Flying Tiger Development,T,Action
Iridion 3D,Game Boy Advance,53,15,7.0,6,Shin'en,E,Action
Red Faction,PlayStation 2,88,25,7.9,94,Volition Inc.,M,Action
Point Blank 3,PlayStation,78,5,8.6,5,Tose Software,T,Action
Spec Ops: Ranger Elite,PlayStation,48,4,6.7,19,Runecraft,T,Action
Silpheed: The Lost Planet,PlayStation 2,72,12,7.7,7,Treasure,T,Action
Metal Slug X,PlayStation,85,9,8.7,80,ProSoft,T,Action
Strikers 1945,PlayStation,63,5,7.4,8,Psikyo,E,Action
WinBack: Covert Operations,PlayStation 2,66,11,7.9,21,Omega Force,T,Action
MDK 2: Armageddon,PlayStation 2,80,19,7.9,14,BioWare,T,Action
Quake III Revolution,PlayStation 2,84,18,7.3,17,Bullfrog Productions,M,Action
Army Men: Green Rogue,PlayStation 2,39,13,5.0,5,3DO,T,Action
Army Men: Sarge's Heroes 2,PlayStation 2,54,15,5.7,7,3DO,T,Action
Clive Barker's Undying,PC,85,29,8.8,196,Dreamworks Games,M,Action
The Typing of the Dead,Dreamcast,83,12,7.6,13,Smilebit,M,Action
Giants: Citizen Kabuto,PC,85,27,8.6,102,Planet Moon Studios,M,Action
Gradius III and IV,PlayStation 2,64,15,8.0,7,KCET,E,Action
The Operative: No One Lives Forever,PC,91,32,8.7,230,Monolith Productions,M,Action
007: The World is not Enough,PlayStation,61,11,6.7,54,Black Ops Entertainment,T,Action
RayCrisis: Series Termination,PlayStation,67,8,tbd,,Taito Corporation,E,Action
Medal of Honor Underground,PlayStation,86,16,8.7,103,Dreamworks Interactive,T,Action
Silent Scope,PlayStation 2,63,23,6.8,4,KCET,M,Action
TimeSplitters,PlayStation 2,81,23,8.0,57,Free Radical Design,T,Action
Galaga: Destination Earth,PlayStation,,,7.2,11,Hasbro Interactive,E,Action
Unreal Tournament,PlayStation 2,77,23,7.3,22,Epic Games,M,Action
Alien Resurrection,PlayStation,61,12,7.5,27,Argonaut Games,M,Action
Star Trek: Voyager Elite Force,PC,86,25,7.9,72,Raven Software,T,Action
Duke Nukem: Land of the Babes,PlayStation,37,7,6.9,34,n-Space,M,Action
Resident Evil: Survivor,PlayStation,39,10,6.1,95,Capcom,M,Action Adventure
Deus Ex,PC,90,28,9.2,1457,Ion Storm,M,Action Adventure
Descent 3,PC,89,14,7.7,47,Outrage Games,T,Action
MDK2,PC,83,23,7.7,91,BioWare,T,Action
John Romero's Daikatana,PC,,,4.6,56,Ion Storm,M,Action
Medal of Honor,PlayStation,92,17,8.7,181,Dreamworks Interactive,T,Action
Delta Force 2,PC,,,8.2,35,NovaLogic,T,Action
Space Invaders,PC,,,8.3,4,"Z-Axis, Ltd.",,Action
Combat Elite: WWII Paratroopers,Xbox,56,11,tbd,,BattleBorne,T,Action
Robotech: Battlecry,Xbox,74,22,7.0,10,Vicious Cycle,T,Action
Slime Rancher,Xbox One,80,4,7.5,39,Monomi Park,E10+,Action
The Long Dark,Xbox One,76,9,6.3,39,Hinterland,T,Simulation
The Long Dark,PlayStation 4,75,16,6.7,68,Hinterland,T,Simulation
Bridge Constructor Portal,PlayStation 4,78,7,4.2,19,ClockStone Software,E10+,Simulation
Overcooked! 2,Switch,81,38,7.8,102,Ghost Town Games Ltd.,E,Action
Overcooked! 2,PlayStation 4,81,37,8.1,101,Ghost Town Games Ltd.,E,Action
Overcooked! 2,Xbox One,83,14,6.7,32,Ghost Town Games Ltd.,E,Action
Train Sim World,Xbox One,65,5,6.7,6,Dovetail Games,E,Miscellaneous
Train Sim World,PlayStation 4,56,11,6.1,16,Dovetail Games,E,Miscellaneous
Jurassic World Evolution,Xbox One,76,17,6.8,60,Frontier Developments,T,Strategy
Jurassic World Evolution,PlayStation 4,68,21,7.1,111,Frontier Developments,T,Strategy
Pro Cycling Manager 2018,PC,69,5,5.2,6,"Cyanide, Cyanide Studios",,Sports
Tour de France 2018,PlayStation 4,57,7,6.4,14,"Cyanide, Cyanide Studios",E,Sports
The Sims 4: Seasons,PC,81,15,6.3,69,Maxis,T,Simulation
