Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Jumble Madness,DS,,,tbd,,Anino Entertainment,E10+,Miscellaneous
Matchstick,DS,,,tbd,,New,E,Miscellaneous
Zoo Quest: Puzzle Fun!,DS,,,tbd,,Dreamcatcher,E,Miscellaneous
Neopets Puzzle Adventure,Wii,52,11,tbd,,Infinite Interactive,E,Miscellaneous
WordJong Party,Wii,,,tbd,,Magellan Interactive,E,Miscellaneous
Slingo Quest,DS,,,tbd,,"Mac Play, MacPlay",E,Miscellaneous
Jewel Master: Cradle of Rome,Wii,,,tbd,,Cerasus Media,E,Miscellaneous
Color Cross,DS,72,6,tbd,,Rising Star Games,E,Miscellaneous
Safecracker: The Ultimate Puzzle Adventure,Wii,56,7,6.6,5,Kheops Studio,E,Miscellaneous
Wordfish,DS,,,tbd,,Ubisoft,E,Miscellaneous
Buzz! Brain Bender,PSP,,,tbd,,Curve Studios,,Miscellaneous
Cradle of Rome,DS,63,20,tbd,,Cerasus Media,E,Miscellaneous
Neopets Puzzle Adventure,DS,70,12,tbd,,Infinite Interactive,E,Miscellaneous
Cake Mania: In the Mix!,Wii,,,tbd,,Gorilla Systems,E,Miscellaneous
Mortimer Beckett and the Secrets of Spooky Manor,Wii,56,4,tbd,,"Pronto Games, Paprikari",E,Miscellaneous
Hello Kitty: Big City Dreams,DS,,,tbd,,Human Soft,E,Miscellaneous
Merv Griffin's Crosswords,Wii,,,tbd,,"Pipeworks Software, Inc.",E,Miscellaneous
Luxor 3,Wii,,,tbd,,MumboJumbo,E,Miscellaneous
Mechanic Master,DS,76,9,tbd,,Most Wanted Entertainment,E,Miscellaneous
Exit DS,DS,64,25,6.7,6,Moss,E,Action
Rubik's World,Wii,64,9,tbd,,Two Tribes,E,Miscellaneous
Rubik's World,DS,66,8,tbd,,Two Tribes,E,Miscellaneous
TV Show King Party,Wii,,,5.3,4,Gameloft,T,Miscellaneous
Zenses Ocean,DS,56,5,tbd,,Shin'en,E,Miscellaneous
Zenses Rainforest,DS,59,4,tbd,,Shin'en,E,Miscellaneous
Bejeweled Twist,PC,78,12,7.6,18,PopCap,E,Miscellaneous
Cake Mania: Baker's Challenge,PSP,,,tbd,,"Coresoft, Sandlot Games",E,Miscellaneous
TouchMaster 2,DS,76,8,tbd,,Midway Studios - San Diego,E,Miscellaneous
Tumblebugs 2,PC,,,tbd,,Wildfire Studios,,Miscellaneous
World of Goo,PC,90,26,8.4,749,2D Boy,E,Miscellaneous
Cake Mania: Baker's Challenge,PlayStation 2,,,tbd,,Sandlot Games,E,Miscellaneous
Line Rider 2: Unbound,Wii,62,12,6.4,5,InXile Entertainment,E,Miscellaneous
Margot's Word Brain,DS,,,tbd,,Slam Games,E10+,Miscellaneous
Pipe Mania,DS,71,13,tbd,,Razorworks,E,Miscellaneous
Pipe Mania,PSP,74,6,tbd,,Empire Interactive,E,Miscellaneous
Pipe Mania,PlayStation 2,68,4,tbd,,Razorworks Studios,E,Miscellaneous
Margot's Word Brain,Wii,,,tbd,,Slam Games,E10+,Miscellaneous
DropCast,DS,66,4,tbd,,Mikoishi,E,Miscellaneous
Line Rider 2: Unbound,DS,59,23,5.6,5,InXile Entertainment,E,Miscellaneous
Rain Drops,DS,,,tbd,,"CyberPlanet Interactive Public Co., Ltd., CyberPlanet Interactive",E,Miscellaneous
PictoImage,DS,61,11,tbd,,"Sega, Skonec",E,Miscellaneous
Rock Blast,DS,,,tbd,,UFO Interactive,E,Miscellaneous
Puzzler Collection,DS,71,5,tbd,,Route 1 Games,E,Miscellaneous
Puzzler Collection,Wii,,,tbd,,Destination Software,E,Miscellaneous
Doodle Hex,DS,68,14,,,Tragnarion Studios,,Miscellaneous
Fading Shadows,PSP,62,13,tbd,,Ivolgamus,E,Miscellaneous
Roogoo,PC,72,7,7.0,19,SouthPeak Games,E,Miscellaneous
Cake Mania 2: Jill's Next Adventure!,DS,57,6,tbd,,Digital Embryo,E,Miscellaneous
Fishdom,PC,,,tbd,,Playrix Entertainment,E,Miscellaneous
Arkanoid DS,DS,61,29,7.7,9,Taito Corporation,E,Action
Soul Bubbles,DS,78,33,8.0,23,Mekensleep,E,Action
USA Today: Crossword Challenge,DS,,,tbd,,Sanuk Games,T,Miscellaneous
Boom Blox,Wii,85,61,7.9,121,EA LA,E,Miscellaneous
Luxor: The King's Collection,PC,,,tbd,,,,
Brain Voyage,DS,52,12,tbd,,Razorback Developments,E,Miscellaneous
Chameleon,PSP,,,tbd,,Starfish,E,Miscellaneous
CrossworDS,DS,67,19,6.8,6,Nuevo Retro Games,E,Miscellaneous
Double Sequence: The Q-Virus Invasion,DS,37,4,tbd,,Next Wave Team,E,Miscellaneous
Octomania,Wii,66,9,tbd,,Compile Heart,E,Miscellaneous
echochrome,PSP,79,28,7.9,15,"SCE/WWS, SCE Japan Studio",E,Miscellaneous
Blokus Portable: Steambot Championship,PSP,51,5,tbd,,Irem,E,Miscellaneous
Bubble Bobble Double Shot,DS,50,12,4.4,5,Marvelous Entertainment,E,Action
Puzzle Guzzle,PSP,65,12,tbd,,"Irem, Agetec",E,Miscellaneous
Mortimer Beckett and the Secrets of Spooky Manor,PC,,,tbd,,Paprikari,E,Miscellaneous
Bomberman Land Touch! 2,DS,74,21,7.2,6,Hudson Soft,E,Miscellaneous
Mega Brain Boost,DS,48,10,tbd,,Interchannel-Holon,E,Miscellaneous
Luxor: Pharaoh's Challenge,Wii,,,tbd,,MumboJumbo,E,Miscellaneous
Myth Makers: Orbs of Doom,Wii,,,0.9,8,Data Design Interactive,E,Miscellaneous
Luxor: Pharaoh's Challenge,DS,,,tbd,,"Mac Play, MacPlay",E,Miscellaneous
Puzzle Quest: Challenge of the Warlords,Wii,71,17,6.2,5,Vicious Cycle,E10+,Miscellaneous
Puzzle Quest: Challenge of the Warlords,DS,82,41,8.3,37,1st Playable Productions,E10+,Miscellaneous
Master of Illusion,DS,69,20,tbd,,"Eighting, Tenyo",E,Miscellaneous
WordJong,DS,77,9,7.7,9,Magellan Interactive,E,Miscellaneous
Neves,DS,70,26,tbd,,"Yuke's, Yuke's Company of America",E,Miscellaneous
PopCap Arcade Vol 1,Xbox 360,,,tbd,,PopCap,E,Miscellaneous
Puzzle Quest: Challenge of the Warlords,PlayStation 2,78,11,7.0,6,Infinite Interactive,E10+,Miscellaneous
Puzzle de Harvest Moon,DS,41,5,6.3,4,Platinum Egg,E,Miscellaneous
Amazing Adventures: The Lost Tomb,PC,,,tbd,,SpinTop Games,E,Miscellaneous
Spanish for Everyone!,DS,,,tbd,,Humagade,E,Miscellaneous
Balloon Pop,Wii,,,tbd,,UFO Interactive,E,Miscellaneous
Napoleon Dynamite: The Game,DS,45,9,7.3,4,7 Studios,E10+,Miscellaneous
Napoleon Dynamite: The Game,PSP,37,14,4.6,7,7 Studios,E10+,Action
Betty Boop's Double Shift,DS,,,tbd,,DSI Games,E,Miscellaneous
Prism: Light the Way,DS,73,21,tbd,,Game Sauce,E,Miscellaneous
Beautiful Katamari,Xbox 360,73,52,7.0,43,Now Production,E,Miscellaneous
Mah Jong Quest: Expeditions,DS,,,tbd,,Game Brains,E,Miscellaneous
Hot Pixel,PSP,55,35,7.0,7,zSlide,T,Miscellaneous
Crayola Treasure Adventures,DS,65,14,tbd,,Crave,E,Miscellaneous
Animal Genius,DS,,,tbd,,Big Blue Bubble Inc.,E,Miscellaneous
Math Play,DS,,,tbd,,Denyu-Sha,E,Miscellaneous
Jewel Quest: Expeditions,DS,68,4,tbd,,"iWin, Elephant Games",E,Miscellaneous
7 Wonders of the Ancient World,DS,60,7,8.3,49,Hot Lava Games,E,Miscellaneous
I SPY Fun House,DS,53,6,tbd,,Big Blue Bubble Inc.,E,Miscellaneous
7 Wonders II,PC,,,tbd,,Hot Lava Games,,Miscellaneous
Chameleon,DS,,,tbd,,Starfish,E,Miscellaneous
Picross DS,DS,83,33,8.0,41,Jupiter Corporation,E,Miscellaneous
Ultimate Puzzle Games: Sudoku Edition,DS,,,tbd,,puzzle.tv,E,Miscellaneous
TouchMaster,DS,71,19,5.8,10,Midway Studios - San Diego,E10+,Miscellaneous
Puchi Puchi Virus,DS,73,17,6.3,4,"Jaleco Entertainment, Keys Factory",E,Action
The Magician's Handbook: Cursed Valley,PC,,,tbd,,BCI Software,E,Puzzle
Nervous Brickdown,DS,70,21,7.7,13,Arkedo Studio,E,Action
Zendoku,DS,68,13,tbd,,Zoonami Ltd.,E,Miscellaneous
PQ2: Practical Intelligence Quotient,PSP,74,19,7.8,6,Now Production,E,Miscellaneous
Planet Puzzle League,DS,86,25,7.8,18,Intelligent Systems,E,Miscellaneous
Crush,PSP,83,41,8.2,25,Zoe Mode,E10+,Action
The New York Times Crosswords,DS,79,15,6.7,6,BudCat,T,Miscellaneous
Diner Dash: Sizzle & Serve,DS,64,17,7.3,6,"Climax Group, PlayFirst, Climax Studios",E,Miscellaneous
Diner Dash: Sizzle & Serve,PSP,55,14,tbd,,"PlayFirst, GameLab",E,Miscellaneous
Sudokuro,DS,,,tbd,,FrontLine Studios,E,Miscellaneous
Platinum Sudoku,DS,,,tbd,,Gameloft,E,Miscellaneous
Cube,PSP,60,18,tbd,,Metia Interactive,E,Miscellaneous
7 Wonders of the Ancient World,PSP,51,10,tbd,,"MumboJumbo, Hot Lava Games",E,Miscellaneous
Bust-A-Move Bash!,Wii,53,20,3.5,12,Happy Happening,E,Miscellaneous
Cake Mania,DS,55,23,6.1,7,Digital Embryo,E,Miscellaneous
Honeycomb Beat,DS,61,28,tbd,,Hudson,E,Miscellaneous
Jewel Quest II,PC,,,tbd,,iWin,E,Miscellaneous
Puzzle Quest: Challenge of the Warlords,PSP,84,32,7.8,23,"Vicious Cycle, Infinite Interactive",E10+,Miscellaneous
Tetris Evolution,Xbox 360,52,21,8.0,4,Mass Media,E,Miscellaneous
Carol Vorderman's Sudoku,PSP,72,18,tbd,,Empire Interactive,E,Miscellaneous
Carol Vorderman's Sudoku,PlayStation 2,75,4,tbd,,Atomic Planet Entertainment,E,Miscellaneous
Kororinpa: Marble Mania,Wii,69,39,8.4,24,Hudson,E,Miscellaneous
Meteos: Disney Magic,DS,74,36,6.6,5,Q Entertainment,E,Miscellaneous
Capcom Puzzle World,PSP,65,31,tbd,,Capcom,E,Miscellaneous
7 Wonders of the Ancient World,PC,,,tbd,,Hot Lava Games,E,Miscellaneous
Magnetica,DS,68,33,8.1,11,Mitchell,E,Miscellaneous
Bubble Bobble Evolution,PSP,47,5,tbd,,"Opus, Digital Whip",E,Action
Super Fruit Fall,Wii,,,,,System 3,E,Miscellaneous
Bookworm Adventures Deluxe,PC,82,7,8.0,27,PopCap,E10+,Miscellaneous
Monster Bomber,DS,55,6,tbd,,Taito Corporation,E,Miscellaneous
Brain Boost: Beta Wave,DS,39,12,2.5,4,"Interchannel, HuneX",E,Miscellaneous
Brain Boost: Gamma Wave,DS,40,12,tbd,,"Interchannel, HuneX",E,Miscellaneous
Gunpey,PSP,62,24,tbd,,Q Entertainment,E10+,Miscellaneous
Gunpey DS,DS,70,24,tbd,,Q Entertainment,E,Miscellaneous
Luxor: The Wrath of Set,PSP,60,16,tbd,,MumboJumbo,E,Miscellaneous
Bomberman Land Touch!,DS,78,15,7.6,12,Hudson,E,Miscellaneous
Konductra,DS,60,14,tbd,,oeFun,E,Miscellaneous
WTF: Work Time Fun,PSP,63,23,7.8,8,SCEJ,T,Miscellaneous
Bubble Bobble Revolution,DS,38,19,6.2,6,Taito Corporation,E,Action
Bomberman,PSP,73,30,7.0,7,Hudson,E,Miscellaneous
Paint by DS,DS,44,6,,,"New, Ertain",E,Miscellaneous
Bejeweled 2 Deluxe,PC,,,8.2,6,PopCap,E,Miscellaneous
Bookworm Deluxe,PC,,,8.3,9,PopCap,E,Miscellaneous
Bomberman: Act Zero,Xbox 360,34,41,2.1,48,Hudson,T,Miscellaneous
Sudoku Mania,DS,25,4,3.5,4,FrontLine Studios,E,Miscellaneous
Sudoku Gridmaster,DS,62,14,6.3,4,AI,E,Miscellaneous
Break 'Em All,DS,68,22,tbd,,Warashi,E,Action
Puzzle Challenge: Crosswords And More!,PSP,,,tbd,,Supersonic Software,E,Miscellaneous
Puzzle Challenge: Crosswords And More!,PlayStation 2,,,tbd,,Supersonic Software,E,Miscellaneous
Lemmings,PSP,76,46,7.9,17,Team17,E,Miscellaneous
Tringo,Game Boy Advance,,,tbd,,Crave,E,Miscellaneous
Bust-A-Move Deluxe,PSP,67,7,tbd,,Taito Corporation,E,Miscellaneous
Go! Sudoku,PSP,63,13,5.3,7,Sumo Digital,E,Miscellaneous
Me & My Katamari,PSP,75,49,8.6,30,Namco,E,Action Adventure
Exit,PSP,77,36,7.6,15,Taito Corporation,E,Miscellaneous
The Rub Rabbits!,DS,68,44,7.7,7,Sonic Team,T,Miscellaneous
Sudoku Fever,Game Boy Advance,,,tbd,,Global Star Software,E,Miscellaneous
PQ: Practical Intelligence Quotient,PSP,69,34,tbd,,Now Production,E,Miscellaneous
Ultimate Block Party,PSP,76,12,tbd,,Magicpot,E,Miscellaneous
Bust-A-Move DS,DS,75,14,7.3,7,Happy Happening,E,Miscellaneous
Snood 2: On Vacation,DS,46,4,tbd,,Gravity-I,E,Miscellaneous
Ultimate Puzzle Games,Game Boy Advance,,,tbd,,"Telegames, Inc.",E,Miscellaneous
Atomic Betty,Game Boy Advance,62,10,7.9,7,"Big Blue Bubble Inc., Breakthrough New Media",E,Action
Dig Dug: Digging Strike,DS,65,24,7.1,7,Bullets,E,Action
Whac-A-Mole,DS,,,5.4,7,DC Studios,E,Miscellaneous
We Love Katamari,PlayStation 2,86,61,8.8,76,Namco,E,Action
Whac-A-Mole,Game Boy Advance,,,tbd,,DC Studios,E,Miscellaneous
Meteos,DS,88,49,7.4,176,Q Entertainment,E,Miscellaneous
Bomberman,DS,75,30,7.4,16,Racjin,E,Miscellaneous
WarioWare: Twisted!,Game Boy Advance,88,39,8.8,44,Nintendo,E,Miscellaneous
Smart Bomb,PSP,45,19,6.2,6,Core Design Ltd.,E10+,Miscellaneous
Pac-Pix,DS,71,41,7.3,12,Namco,E,Miscellaneous
Polarium,DS,73,34,8.4,17,Mitchell,E,Miscellaneous
Archer Maclean's Mercury,PSP,75,39,6.7,23,Awesome Studios,E,Miscellaneous
Zoo Keeper,DS,74,40,7.5,13,"Buddiez, Inc.",E,Miscellaneous
Puyo Pop Fever,PSP,68,9,,,Sonic Team,,Miscellaneous
Ultra Bust-A-Move,Xbox,74,12,tbd,,Taito Corporation,E,Miscellaneous
Katamari Damacy,PlayStation 2,86,55,8.8,139,Namco,E,Action
Bookworm,Game Boy Advance,62,5,,,PopCap,E,Miscellaneous
Mighty Beanz: Pocket Puzzles,Game Boy Advance,37,6,tbd,,Radius9,E,Miscellaneous
Classic NES Series: Pac-Man,Game Boy Advance,53,13,8.6,5,Nintendo,E,Miscellaneous
Puyo Pop Fever,GameCube,72,18,8.4,7,Sonic Team,E,Miscellaneous
Bomberman Jetters,GameCube,70,21,7.9,10,Hudson,E,Action
Super Collapse! II,Game Boy Advance,60,4,tbd,,GameHouse,E,Miscellaneous
Bombastic,PlayStation 2,72,24,7.2,6,Shift,E,Miscellaneous
Mojo!,Xbox,,,tbd,,Crave,E,Miscellaneous
Mojo!,PlayStation 2,63,7,tbd,,Crave,E,Miscellaneous
Tetris Worlds (Online Edition),Xbox,62,13,tbd,,Radical Entertainment,E,Miscellaneous
Super Puzzle Fighter II,Game Boy Advance,83,22,tbd,,Atomic Planet Entertainment,E,Miscellaneous
The Lost Vikings,Game Boy Advance,75,16,8.3,24,Mass Media,E,Miscellaneous
Bust-A-Move 3000,GameCube,53,4,tbd,,Taito Corporation,E,Miscellaneous
Super Bubble Pop,GameCube,54,12,5.5,4,Runecraft,E,Miscellaneous
Super Bubble Pop,Game Boy Advance,55,5,tbd,,Runecraft,E,Miscellaneous
Super Bubble Pop,Xbox,42,6,tbd,,Runecraft,E,Miscellaneous
Boulder Dash EX,Game Boy Advance,79,5,tbd,,Vision Works,E,Miscellaneous
Worms Blast,GameCube,65,12,7.3,6,Team17,E,Miscellaneous
ZooCube,Game Boy Advance,71,11,tbd,,PuzzleKings,E,Miscellaneous
Bubble Bobble: Old & New,Game Boy Advance,61,5,,,Taito Corporation,E,Action
ZooCube,GameCube,67,15,6.7,7,PuzzleKings,E,Miscellaneous
Tetris Worlds,PlayStation 2,44,7,6.1,13,Blue Planet Software,E,Miscellaneous
Puyo Pop,Game Boy Advance,84,14,7.2,6,Sonic Team,E,Miscellaneous
Bomberman Max 2: Blue Advance,Game Boy Advance,75,10,7.8,5,Hudson,E,Miscellaneous
Bomberman Max 2: Red Advance,Game Boy Advance,75,9,tbd,,Hudson,E,Miscellaneous
Tiny Toon Adventures: Wacky Stackers,Game Boy Advance,58,5,tbd,,Warthog,E,Action
Rampage Puzzle Attack,Game Boy Advance,71,11,8.0,5,Ninai Games,E,Action
Super Bust-A-Move,Game Boy Advance,77,9,7.0,4,Taito Corporation,E,Miscellaneous
Super Monkey Ball,GameCube,87,28,8.2,76,Amusement Vision,E,Miscellaneous
Denki Blocks!,Game Boy Advance,77,6,7.2,5,Rage Software,E,Action
Pipe Dreams 3D,PlayStation,,,tbd,,Sick Puppies,E,Miscellaneous
Snood,Game Boy Advance,68,4,tbd,,Rebellion,E,Action
Tetris Worlds,Game Boy Advance,65,10,8.0,7,3d6 Games,E,Miscellaneous
Pac-Man Collection,Game Boy Advance,79,13,7.4,7,Mass Media,E,Action
ChuChu Rocket!,Game Boy Advance,84,15,7.2,9,Sonic Team,E,Miscellaneous
The Adventures of Cookie & Cream,PlayStation 2,78,9,7.4,13,From Software,E,Miscellaneous
Bomberman Tournament,Game Boy Advance,88,16,,,AI,E,Action
Aqua Aqua,PlayStation 2,79,14,tbd,,Zed Two Limited,E,Miscellaneous
Super Bust-A-Move,PlayStation 2,75,11,tbd,,Taito Corporation,E,Miscellaneous
Fantavision,PlayStation 2,72,18,6.6,9,SCEJ,E,Miscellaneous
Breakout,PlayStation,,,tbd,,Supersonic Software,E,Action
Bomberman Party Edition,PlayStation,79,6,7.9,10,Metro,E,Strategy
Lemmings Revolution,PC,,,6.8,4,Psygnosis,E,Miscellaneous
Chainz Galaxy,DS,,,,,Jack of All Games,E,Miscellaneous
Turbo Trainz,Wii,,,,,Broken Switch Studios,E,Driving
Moto Racer 4,Switch,,,tbd,,"Artefacts Studio, PQube",E,Racing
Nickelodeon Kart Racers,PlayStation 4,42,17,5.0,31,"Bamtang, GameMill Entertainment",E,Racing
Spintires: MudRunner - American Wilds,PlayStation 4,,,tbd,,Saber Interactive,E,Simulation
Spintires: MudRunner - American Wilds,Xbox One,,,tbd,,Saber Interactive,,Simulation
Spintires: MudRunner - American Wilds,Switch,,,tbd,,Saber Interactive,,Simulation
Forza Horizon 4,Xbox One,92,88,8.2,1659,Playground Games,E,Racing
Dakar 18,Xbox One,54,7,7.5,10,Bigmoon Entertainment,E,Racing
Dakar 18,PlayStation 4,53,14,5.5,25,Bigmoon Entertainment,E,Racing
V-Rally 4,PlayStation 4,58,27,5.5,25,Kylotonn,E,Racing
V-Rally 4,Xbox One,67,12,5.4,18,Kylotonn,E,Racing
NASCAR Heat 3,PlayStation 4,64,9,5.3,18,"Monster Games Inc., 704Games",E10+,Racing
NASCAR Heat 3,Xbox One,68,7,7.3,8,704Games,E10+,Racing
F1 2018,PlayStation 4,84,41,7.8,96,Codemasters,E,Racing
F1 2018,PC,83,9,7.5,70,Codemasters,E,Racing
F1 2018,Xbox One,84,18,8.0,41,Codemasters,E,Racing
All-Star Fruit Racing,Switch,63,11,3.4,12,"3DClouds.it, 3DClouds",E,Racing
All-Star Fruit Racing,PlayStation 4,60,10,4.4,12,"3DClouds.it, 3DClouds",E,Racing
MXGP Pro,PlayStation 4,64,19,tbd,,Milestone S.r.l,E,Racing
MXGP Pro,Xbox One,72,8,6.9,8,Milestone S.r.l,E,Racing
The Crew 2,Xbox One,69,37,5.4,92,Ubisoft Ivory Tower,T,Racing
The Crew 2,PlayStation 4,64,53,5.6,351,Ubisoft Ivory Tower,T,Racing
ONRUSH,Xbox One,77,23,6.3,56,Codemasters,E10+,Racing
ONRUSH,PlayStation 4,75,54,6.0,183,Codemasters,E10+,Racing
Trailblazers,PlayStation 4,63,15,6.0,8,Supergonk Ltd.,E,Racing
Aqua Moto Racing Utopia,Switch,58,6,5.8,25,Zordix,E,Racing
Snow Moto Racing Freedom,Switch,52,5,5.5,20,Zordix,E,Racing
Trailblazers,Switch,62,8,7.8,4,Supergonk Ltd.,E,Racing
MotoGP 18,PC,,,6.4,7,Milestone S.r.l,,Racing
MX vs. ATV All Out,PlayStation 4,42,6,4.4,15,Rainbow Studios,E10+,Racing
MX vs. ATV All Out,Xbox One,55,4,5.6,7,Rainbow Studios,E10+,Racing
Burnout Paradise Remastered,Xbox One,79,30,7.0,58,"Criterion Games, STELLAR ENTERTAINMENT SOFTWARE LTD",E10+,Racing
Burnout Paradise Remastered,PlayStation 4,82,39,6.9,173,"Criterion Games, STELLAR ENTERTAINMENT SOFTWARE LTD",E10+,Racing
TT Isle of Man: Ride On The Edge,Xbox One,68,11,5.8,19,"Kylotonn, Maximum Games",E,Racing
TT Isle of Man: Ride On The Edge,PlayStation 4,67,21,5.7,29,"Kylotonn, Maximum Games",E,Racing
Gravel,PlayStation 4,67,30,6.3,49,Milestone S.r.l,E,Racing
Gravel,Xbox One,67,15,7.0,7,Milestone S.r.l,E,Racing
Monster Energy Supercross - The Official Videogame,Xbox One,69,8,7.5,14,Milestone S.r.l,E,Racing
Monster Energy Supercross - The Official Videogame,PlayStation 4,67,27,4.5,72,Milestone S.r.l,E,Racing
Monster Energy Supercross - The Official Videogame,Switch,,,5.6,8,Milestone S.r.l,E,Racing
VR Karts,PlayStation 4,42,5,5.6,5,Viewpoint Games,E,Racing
Road Rage,PlayStation 4,26,14,2.4,29,Maximum Games,M,Simulation
Road Rage,Xbox One,33,6,3.3,7,Maximum Games,M,Simulation
Need for Speed Payback,PC,62,7,3.8,566,Electronic Arts,T,Racing
Need for Speed Payback,Xbox One,61,32,3.9,273,Ghost Games,T,Simulation
Need for Speed Payback,PlayStation 4,61,59,4.3,1309,Ghost Games,T,Simulation
ATV Drift & Tricks,PlayStation 4,,,tbd,,Maximum Games,E,Racing
Gran Turismo Sport,PlayStation 4,75,83,6.1,1729,Polyphony Digital,E,Racing
Forza Motorsport 7,Xbox One,86,79,6.3,948,Turn 10,E,Racing
WRC 7,Xbox One,70,11,5.6,13,Kylotonn,E,Racing
WRC 7,PlayStation 4,70,27,7.1,34,Kylotonn,E,Racing
Project CARS 2,Xbox One,84,22,5.6,74,"Bandai Namco Games, Slightly Mad Studios",E,Racing
Project CARS 2,PlayStation 4,82,44,6.0,197,"Bandai Namco Games, Slightly Mad Studios",E,Racing
Baja: Edge of Control HD,Xbox One,67,6,tbd,,THQ Nordic,E,Racing
Baja: Edge of Control HD,PlayStation 4,65,7,6.3,11,THQ Nordic,E,Racing
NASCAR Heat 2,PlayStation 4,66,12,5.6,25,"Monster Games Inc., 704Games",E,Racing
NASCAR Heat 2,Xbox One,59,4,tbd,,"Monster Games Inc., 704Games",E,Racing
Redout,Xbox One,76,10,7.8,29,34BigThings,E,Racing
Redout,PlayStation 4,81,11,7.6,31,505 Games,E,Racing
F1 2017,PlayStation 4,86,41,7.5,89,Codemasters,E,Racing
F1 2017,Xbox One,84,17,7.3,35,Codemasters,E,Racing
F1 2017,PC,89,13,7.3,103,Codemasters,E,Racing
Micro Machines World Series,PlayStation 4,59,39,3.6,36,"Codemasters, Just Add Water",E10+,Racing
Micro Machines World Series,PC,58,8,3.4,13,Codemasters,E10+,Racing
Micro Machines World Series,Xbox One,57,15,5.0,9,"Codemasters, Just Add Water",E10+,Racing
MotoGP 17,Xbox One,73,5,6.6,5,"Koch Media, Milestone S.r.l",E,Racing
MotoGP 17,PlayStation 4,68,21,4.4,9,"Koch Media, Milestone S.r.l",E,Racing
Disney/Pixar Cars 3: Driven to Win,Switch,59,7,5.3,24,Avalanche Software,E10+,Racing
Disney/Pixar Cars 3: Driven to Win,Xbox 360,,,8.1,8,Avalanche Software,E10+,Racing
Disney/Pixar Cars 3: Driven to Win,Wii U,,,2.6,5,Avalanche Software,E10+,Racing
Disney/Pixar Cars 3: Driven to Win,Xbox One,59,9,6.3,7,Avalanche Software,E10+,Racing
Disney/Pixar Cars 3: Driven to Win,PlayStation 4,72,19,6.6,36,Avalanche Software,E10+,Racing
DiRT 4,PlayStation 4,85,44,7.5,176,Codemasters,T,Racing
DiRT 4,PC,78,15,6.6,144,Codemasters,T,Racing
DiRT 4,Xbox One,86,21,6.7,66,"Codemasters, Deep Silver",T,Racing
Wipeout: Omega Collection,PlayStation 4,85,53,8.0,321,Sony Interactive Entertainment,E10+,Racing
ATV Renegades,Xbox One,,,tbd,,Nighthawk Interactive,E,Racing
ATV Renegades,PlayStation 4,,,tbd,,Nighthawk Interactive,E,Racing
FlatOut 4: Total Insanity,PlayStation 4,62,32,6.0,53,"Strategy First, Kylotonn",T,Racing
FlatOut 4: Total Insanity,Xbox One,66,15,5.3,26,"Strategy First, Kylotonn",T,Racing
Monster Jam: Crush It!,Xbox One,36,4,tbd,,"Team6 Game Studios, Maximum Games",E,Action
Monster Jam: Crush It!,PlayStation 4,,,3.0,4,"Team6 Game Studios, Maximum Games",E,Action
Moto Racer 4,Xbox One,59,6,2.4,5,"Artefacts Studio, PQube",E,Racing
Moto Racer 4,PlayStation 4,49,11,4.5,15,"Artefacts Studio, PQube",E,Racing
Driveclub VR,PlayStation 4,66,35,6.7,134,Evolution Studios,E,Racing
Ride 2,PlayStation 4,69,26,6.3,48,Milestone S.r.l,E,Racing
Ride 2,PC,67,7,7.4,25,Milestone S.r.l,E,Racing
Ride 2,Xbox One,66,7,7.2,14,Milestone S.r.l,E,Racing
WRC 6: World Rally Championship,Xbox One,68,13,4.3,16,Kylotonn,E,Racing
WRC 6: World Rally Championship,PlayStation 4,66,24,5.3,35,Kylotonn,E,Racing
FAST Racing NEO,Wii U,81,46,8.6,172,Shin'en,E,Driving
NASCAR Heat Evolution,Xbox One,,,1.3,13,"Monster Games Inc., Dusenberry Martin Racing",E,Racing
NASCAR Heat Evolution,PlayStation 4,66,8,4.2,28,"Monster Games Inc., Dusenberry Martin Racing",E,Racing
Assetto Corsa,PlayStation 4,73,35,6.1,107,Kunos Simulazioni,E,Racing
Assetto Corsa,Xbox One,63,10,6.5,34,Kunos Simulazioni,E,Racing
F1 2016,Xbox One,85,14,7.8,41,Codemasters,E,Racing
F1 2016,PlayStation 4,82,49,7.9,127,Codemasters,E,Racing
Valentino Rossi The Game,PlayStation 4,75,19,7.4,62,"Milestone, Milestone S.r.l",E,Racing
Valentino Rossi The Game,PC,72,4,5.8,16,"Milestone, Milestone S.r.l",E,Racing
Valentino Rossi The Game,Xbox One,74,5,7.0,10,Milestone S.r.l,E,Racing
DiRT Rally,PlayStation 4,85,46,7.9,297,Codemasters,E,Racing
DiRT Rally,PC,86,33,8.5,449,Codemasters,E,Racing
DiRT Rally,Xbox One,86,17,7.9,87,Codemasters,E,Racing
Trackmania Turbo,PC,79,13,7.0,58,Nadeo,E,Racing
Trackmania Turbo,PlayStation 4,81,52,7.5,202,Nadeo,E,Racing
Trackmania Turbo,Xbox One,76,12,7.3,45,Nadeo,E,Racing
The Crew: Wild Run,PlayStation 4,73,13,6.5,59,Ivory Tower,T,Racing
The Crew: Wild Run,Xbox One,65,5,6.3,22,Ivory Tower,T,Racing
The Crew: Wild Run,PC,74,6,7.1,44,Ivory Tower,T,Racing
