Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Fortnite,PlayStation 4,2017.0,Action,Gearbox Software  ,0.42,0.32,0.0,0.15,0.89,78.0,16.0,3.8,1242.0,Epic Games,T
Yonder: The Cloud Catcher Chronicles,PlayStation 4,2017.0,Action Adventure,CokeM Interactive  ,0.03,0.0,0.0,0.01,0.04,64.0,39.0,7.6,54.0,Prideful Sloth,E
Dead by Daylight,Xbox One,2017.0,Action Adventure,505 Games  ,0.08,0.03,0.0,0.01,0.12,58.0,10.0,4.6,106.0,505 Games,M
Dead by Daylight,PlayStation 4,2017.0,Action Adventure,505 Games  ,0.11,0.06,0.02,0.04,0.22,64.0,18.0,5.2,282.0,505 Games,M
Samurai Warriors: Spirit of Sanada,PlayStation 4,2017.0,Action,Tecmo Koei  ,0.02,0.0,0.05,0.01,0.07,74.0,31.0,7.1,19.0,Omega Force,T
Akiba's Beat,PlayStation 4,2017.0,Action Adventure,Xseed Games  ,0.05,0.0,0.01,0.01,0.08,55.0,33.0,6.8,39.0,Acquire,T
Akiba's Beat,PlayStation Vita,2017.0,Role-Playing,Xseed Games  ,0.02,0.0,0.0,0.01,0.03,,,6.1,8.0,Acquire,T
The Surge,PlayStation 4,2017.0,Role-Playing,Focus Home Interactive  ,0.07,0.08,0.01,0.03,0.19,73.0,57.0,6.6,334.0,Deck 13,M
The Surge,Xbox One,2017.0,Role-Playing,Focus Home Interactive  ,0.07,0.04,0.0,0.01,0.12,74.0,17.0,7.2,86.0,Deck 13,M
Outlast Trinity,PlayStation 4,2017.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.09,0.09,0.0,0.04,0.22,,,7.4,19.0,Warner Bros. Interactive Entertainment,M
Outlast Trinity,Xbox One,2017.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.1,0.02,0.0,0.01,0.13,,,,,Warner Bros. Interactive Entertainment,M
Has-Been Heroes,Switch,2017.0,Strategy,GameTrust  ,0.13,0.0,0.0,0.02,0.14,53.0,20.0,7.2,132.0,"Frozenbyte, Inc.",E10+
Warriors All-Stars,PlayStation Vita,2017.0,Action,Tecmo Koei  ,0.0,0.0,0.05,0.0,0.05,,,,,Omega Force,
Has-Been Heroes,PlayStation 4,2017.0,Strategy,GameTrust  ,0.06,0.0,0.0,0.01,0.07,61.0,7.0,6.5,11.0,"Frozenbyte, Inc., GameTrust",E10+
Has-Been Heroes,Xbox One,2017.0,Strategy,GameTrust  ,0.04,0.0,0.0,0.01,0.05,,,,,GameTrust,E10+
Has-Been Heroes,PC,2017.0,Strategy,GameTrust  ,0.01,0.0,0.0,0.0,0.01,63.0,5.0,6.1,12.0,"Frozenbyte, Inc.",E10+
Touhou Genso Wanderer,PlayStation 4,2017.0,Role-Playing,NIS America  ,0.04,0.0,0.0,0.01,0.05,70.0,18.0,6.7,15.0,Mediascape,T
Troll and I,Xbox One,2017.0,Action Adventure,Maximum Games  ,0.02,0.0,0.0,0.0,0.02,33.0,5.0,5.0,6.0,Maximum Games,T
Troll and I,PlayStation 4,2017.0,Action Adventure,Maximum Games  ,0.02,0.0,0.0,0.01,0.03,39.0,12.0,4.4,37.0,Maximum Games,T
Vikings: Wolves of Midgard,PlayStation 4,2017.0,Role-Playing,Kalypso Media  ,0.03,0.01,0.0,0.01,0.04,67.0,14.0,6.9,62.0,Games Farm,M
Vikings: Wolves of Midgard,Xbox One,2017.0,Role-Playing,Kalypso Media  ,0.01,0.0,0.0,0.0,0.02,64.0,7.0,6.8,18.0,Games Farm,M
Vikings: Wolves of Midgard,PC,2017.0,Role-Playing,Kalypso Media  ,0.01,0.0,0.0,0.0,0.02,66.0,14.0,6.9,63.0,Games Farm,M
Toukiden 2,PlayStation 4,2017.0,Role-Playing,Tecmo Koei  ,0.04,0.0,0.1,0.01,0.15,77.0,46.0,7.5,93.0,Koei Tecmo Games,T
Toukiden 2,PlayStation Vita,2017.0,Role-Playing,Tecmo Koei  ,0.02,0.0,0.13,0.01,0.15,,,7.2,22.0,Koei Tecmo Games,T
Styx: Shards of Darkness,PlayStation 4,2017.0,Action Adventure,Focus Home Interactive  ,0.06,0.0,0.0,0.01,0.07,72.0,31.0,7.2,64.0,Cyanide,M
Styx: Shards of Darkness,Xbox One,2017.0,Action Adventure,Focus Home Interactive  ,0.05,0.0,0.0,0.01,0.06,72.0,12.0,7.3,29.0,Cyanide,M
Pac-Man Championship Edition 2 + Arcade Game Series,PlayStation 4,2017.0,Miscellaneous,Namco Bandai Games  ,0.08,0.0,0.0,0.02,0.1,,,,,Bandai Namco Games,E
Berserk and the Band of the Hawk,PlayStation 4,2017.0,Action,Tecmo Koei  ,0.07,0.02,0.05,0.02,0.16,66.0,53.0,7.0,91.0,Omega Force,M
For Honor,PC,2017.0,Action Adventure,Ubisoft  ,0.02,0.02,0.0,0.0,0.04,76.0,31.0,5.2,951.0,Ubisoft Montreal,M
For Honor,PlayStation 4,2017.0,Action Adventure,Ubisoft  ,0.73,0.66,0.07,0.28,1.75,78.0,59.0,6.1,1098.0,Ubisoft Montreal,M
For Honor,Xbox One,2017.0,Action Adventure,Ubisoft  ,0.57,0.21,0.0,0.08,0.87,79.0,26.0,5.9,302.0,Ubisoft Montreal,M
Hitman,Xbox One,2017.0,Modern,Square Enix  ,0.2,0.08,0.0,0.03,0.31,85.0,6.0,7.7,83.0,Io Interactive,M
Attack on Titan,PlayStation Vita,2017.0,Action,Tecmo Koei  ,0.0,0.0,0.15,0.0,0.15,,,7.9,16.0,Omega Force,M
Attack on Titan,PlayStation 4,2017.0,Action,Tecmo Koei  ,0.08,0.24,0.12,0.06,0.5,74.0,58.0,7.1,134.0,Omega Force,M
Attack on Titan,PlayStation 3,2017.0,Action,Tecmo Koei  ,0.0,0.0,0.07,0.0,0.07,,,7.8,13.0,Omega Force,M
Watch Dogs 2,PlayStation 4,2016.0,Action Adventure,Ubisoft  ,0.98,1.74,0.12,0.52,3.36,82.0,95.0,7.6,1733.0,Ubisoft Montreal,M
Watch Dogs 2,Xbox One,2016.0,Action Adventure,Ubisoft  ,0.71,0.53,0.0,0.12,1.35,81.0,11.0,7.4,340.0,Ubisoft Montreal,M
Dishonored 2,PC,2016.0,Action Adventure,Bethesda Softworks  ,0.08,0.17,0.0,0.02,0.26,86.0,40.0,7.3,1182.0,Arkane Studios,M
Dishonored 2,PlayStation 4,2016.0,Action Adventure,Bethesda Softworks  ,0.62,1.02,0.01,0.31,1.97,88.0,62.0,8.1,1416.0,Arkane Studios,M
Dishonored 2,Xbox One,2016.0,Action Adventure,Bethesda Softworks  ,0.47,0.31,0.0,0.08,0.86,88.0,25.0,7.9,399.0,Arkane Studios,M
Cartoon Network: Battle Crashers,Xbox One,2016.0,Action,GameMill Entertainment  ,0.05,0.01,0.0,0.01,0.06,,,3.2,6.0,Magic Pockets,E10+
Cartoon Network: Battle Crashers,3DS,2016.0,Action,GameMill Entertainment  ,0.04,0.01,0.0,0.01,0.06,21.0,4.0,2.3,8.0,Magic Pockets,E10+
Cartoon Network: Battle Crashers,PlayStation 4,2016.0,Action,GameMill Entertainment  ,0.05,0.0,0.0,0.01,0.06,21.0,4.0,1.5,29.0,Magic Pockets,E10+
Pac-Man Championship Edition 2 + Arcade Game Series,Xbox One,2016.0,Miscellaneous,Namco Bandai Games  ,0.15,0.0,0.0,0.02,0.16,,,,,Bandai Namco Games,E
Super Dungeon Bros,PlayStation 4,2016.0,Action,Wired Productions  ,0.02,0.0,0.0,0.01,0.03,43.0,10.0,2.0,12.0,React Games,E10+
Earth's Dawn,PlayStation 4,2016.0,Action,Rising Star Games  ,0.02,0.0,0.0,0.0,0.02,68.0,12.0,6.9,15.0,One or Eight,T
Berserk and the Band of the Hawk,PlayStation Vita,2016.0,Action,Tecmo Koei  ,0.0,0.0,0.03,0.0,0.03,,,8.5,18.0,Omega Force,M
Batman: Return to Arkham,Xbox One,2016.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.12,0.06,0.0,0.02,0.2,77.0,6.0,8.5,117.0,"Rocksteady Studios, Virtuos",T
Batman: Return to Arkham,PlayStation 4,2016.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.15,0.39,0.01,0.1,0.64,73.0,28.0,8.4,366.0,"Rocksteady Studios, Virtuos",T
LEGO Harry Potter Collection,PlayStation 4,2016.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.07,0.68,0.0,0.13,0.88,73.0,17.0,7.6,67.0,Warner Bros. Interactive Entertainment,E10+
Battlezone,PlayStation 4,2016.0,Action,Sony Interactive Entertainment  ,0.09,0.04,0.0,0.03,0.16,66.0,40.0,7.2,52.0,Rebellion,T
Metal Gear Solid V: The Definitive Experience,PlayStation 4,2016.0,Miscellaneous,Konami Digital Entertainment  ,0.13,0.08,0.03,0.04,0.29,,,8.2,66.0,Kojima Productions,M
Metal Gear Solid V: The Definitive Experience,Xbox One,2016.0,Miscellaneous,Konami Digital Entertainment  ,0.1,0.0,0.0,0.01,0.11,,,8.4,19.0,Kojima Productions,M
RIGS: Mechanized Combat League,PlayStation 4,2016.0,Simulation,Sony Interactive Entertainment  ,0.11,0.06,0.02,0.04,0.23,78.0,45.0,7.5,127.0,Guerilla Cambridge,T
Aragami,PlayStation 4,2016.0,Action Adventure,Maximum Games  ,0.03,0.0,0.0,0.01,0.04,71.0,30.0,6.9,50.0,Lince Works,M
Batman: Arkham VR,PlayStation 4,2016.0,Action,Warner Bros. Interactive Entertainment  ,0.32,0.0,0.0,0.07,0.39,74.0,62.0,7.2,181.0,Rocksteady Studios,M
Geometry Wars 3: Dimensions Evolved,PlayStation 4,2016.0,Action,Activision  ,0.02,0.0,0.0,0.01,0.03,,,6.2,6.0,Lucid Games,E
Geometry Wars 3: Dimensions Evolved,Xbox One,2016.0,Action,Activision  ,0.02,0.0,0.0,0.0,0.02,,,4.8,4.0,Lucid Games,E
God Eater Resurrection,PlayStation Vita,2016.0,Role-Playing,Namco Bandai Games  ,0.0,0.0,0.2,0.0,0.2,,,7.9,23.0,"Shift, Bandai Namco Games",T
God Eater Resurrection,PlayStation 4,2016.0,Role-Playing,Namco Bandai Games  ,0.0,0.0,0.09,0.0,0.09,70.0,18.0,7.0,78.0,"Shift, Bandai Namco Games",T
Valkyrie Drive: Bhikkhuni,PlayStation Vita,2016.0,Action,PQube  ,0.0,0.05,0.11,0.01,0.17,72.0,7.0,8.1,22.0,Marvelous Inc.,M
Dead Rising,PlayStation 4,2016.0,Action Adventure,Capcom  ,0.04,0.0,0.02,0.01,0.08,78.0,6.0,7.5,86.0,Capcom,M
Quantum Break,PC,2016.0,Action,THQ Nordic  ,0.0,0.02,0.0,0.0,0.02,66.0,14.0,5.7,955.0,Remedy Entertainment,M
Dead Rising 2,Xbox One,2016.0,Action Adventure,Capcom  ,0.03,0.0,0.0,0.0,0.04,,,6.8,12.0,Blue Castle Games,M
Dead Rising 2,PlayStation 4,2016.0,Action Adventure,Capcom  ,0.04,0.0,0.02,0.01,0.07,82.0,4.0,7.2,42.0,Blue Castle Games,M
Dead Rising,Xbox One,2016.0,Action Adventure,Capcom  ,0.03,0.0,0.0,0.0,0.04,,,7.6,25.0,Capcom,M
Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo  ,0.08,0.02,0.03,0.01,0.15,64.0,56.0,5.5,267.0,"Next Level Games, Nintendo",T
Attack on Titan,Xbox One,2016.0,Action,Tecmo Koei  ,0.06,0.07,0.0,0.01,0.15,77.0,8.0,6.4,29.0,Omega Force,M
Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Miscellaneous,Yacht Club Games  ,0.0,0.0,0.03,0.0,0.03,,,,,Inti Creates,T
Resident Evil 5,Xbox One,2016.0,Action Adventure,Capcom  ,0.04,0.0,0.0,0.0,0.04,75.0,8.0,7.4,98.0,Capcom,M
Resident Evil 5,PlayStation 4,2016.0,Action Adventure,Capcom  ,0.05,0.0,0.01,0.01,0.07,69.0,14.0,7.2,358.0,Capcom,M
Song of the Deep,PC,2016.0,Action Adventure,Insomniac Games  ,0.06,0.0,0.0,0.01,0.07,71.0,14.0,7.1,30.0,Insomniac Games,E
Song of the Deep,Xbox One,2016.0,Action Adventure,Insomniac Games  ,0.12,0.0,0.0,0.01,0.13,66.0,12.0,7.2,26.0,Insomniac Games,E
Song of the Deep,PlayStation 4,2016.0,Action Adventure,Insomniac Games  ,0.12,0.0,0.0,0.03,0.15,69.0,41.0,7.1,47.0,Insomniac Games,E
Carmageddon: Max Damage,Xbox One,2017.0,Racing,Stainless Games  ,0.02,0.01,0.0,0.0,0.03,52.0,15.0,7.2,23.0,Stainless Games,M
Carmageddon: Max Damage,PlayStation 4,2016.0,Racing,Stainless Games  ,0.02,0.0,0.0,0.0,0.02,51.0,28.0,5.7,62.0,Stainless Games,M
Romance of the Three Kingdoms XIII,PlayStation 4,2016.0,Strategy,Tecmo Koei  ,0.03,0.0,0.06,0.01,0.1,67.0,22.0,7.1,30.0,Koei Tecmo Games,E10+
7 Days to Die,Xbox One,2016.0,Action,Telltale Games  ,0.09,0.02,0.0,0.01,0.12,35.0,17.0,5.8,116.0,"Iron Galaxy Studios, The Fun Pimps",M
7 Days to Die,PlayStation 4,2016.0,Action,Telltale Games  ,0.09,0.08,0.0,0.03,0.21,45.0,16.0,6.1,257.0,"Iron Galaxy Studios, The Fun Pimps",M
Zero Escape: Zero Time Dilemma,PlayStation Vita,2016.0,Adventure,Aksys Games  ,0.06,0.0,0.04,0.02,0.11,83.0,31.0,8.2,149.0,"Spike Chunsoft, Chime",M
Samurai Warriors Chronicles 3,PlayStation Vita,2015.0,Action,Tecmo Koei  ,0.0,0.0,0.07,0.0,0.07,70.0,9.0,7.9,15.0,Omega Force,T
Samurai Warriors Chronicles 3,3DS,2015.0,Action,Tecmo Koei  ,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.5,11.0,Omega Force,T
Terraria,Wii U,2016.0,Action,505 Games  ,0.0,0.03,0.01,0.0,0.04,,,7.3,12.0,"Engine Software, Re-Logic",T
Paragon,PlayStation 4,2016.0,Strategy,Sony Interactive Entertainment  ,0.07,0.0,0.0,0.02,0.09,,,6.6,150.0,Epic Games,T
LEGO Marvel's Avengers,Wii U,2016.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.15,0.14,0.01,0.03,0.32,69.0,4.0,7.2,20.0,TT Games,E10+
Zombi,Xbox One,2016.0,Action,Ubisoft  ,0.0,0.01,0.0,0.0,0.01,72.0,18.0,6.3,61.0,"Ubisoft Montpellier, Straight Right",M
Deadpool,Xbox One,2015.0,Action,Activision  ,0.17,0.03,0.0,0.02,0.22,,,5.8,32.0,"High Moon Studios, Iron Galaxy Studios",M
Deadpool,PlayStation 4,2015.0,Action,Activision  ,0.26,0.13,0.0,0.08,0.47,60.0,11.0,6.3,127.0,"High Moon Studios, Iron Galaxy Studios",M
Assassin's Creed Syndicate,PC,2015.0,Historic,Ubisoft  ,0.15,0.09,0.0,0.02,0.26,74.0,14.0,6.6,1122.0,Ubisoft Quebec,M
Monster High: New Ghoul in School,PlayStation 3,2015.0,Action,Little Orbit  ,0.0,0.04,0.0,0.01,0.04,,,,,"Torus Games, Little Orbit",E
Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit  ,0.0,0.01,0.0,0.0,0.01,,,,,"Torus Games, Little Orbit",E
Monster High: New Ghoul in School,Xbox 360,2015.0,Action,Little Orbit  ,0.0,0.03,0.0,0.0,0.03,,,,,"Torus Games, Little Orbit",E
Monster High: New Ghoul in School,3DS,2015.0,Action,Little Orbit  ,0.0,0.05,0.0,0.0,0.06,,,,,"Torus Games, Little Orbit",E
Adventure Time: Finn & Jake Investigations,Wii U,2015.0,Adventure,Little Orbit  ,0.04,0.02,0.0,0.01,0.07,,,6.9,10.0,Vicious Cycle,E10+
Adventure Time: Finn & Jake Investigations,Xbox 360,2015.0,Adventure,Little Orbit  ,0.05,0.07,0.0,0.01,0.13,,,6.9,8.0,Vicious Cycle,E10+
Adventure Time: Finn & Jake Investigations,PlayStation 4,2015.0,Adventure,Little Orbit  ,0.07,0.05,0.0,0.02,0.14,,,6.7,17.0,Vicious Cycle,E10+
Adventure Time: Finn & Jake Investigations,3DS,2015.0,Adventure,Little Orbit  ,0.03,0.06,0.0,0.01,0.11,,,,,Vicious Cycle,E10+
Assassin's Creed Syndicate,PlayStation 4,2015.0,Historic,Ubisoft  ,0.9,2.06,0.08,0.55,3.6,76.0,86.0,6.9,2110.0,Ubisoft Quebec,M
Assassin's Creed Syndicate,Xbox One,2015.0,Historic,Ubisoft  ,0.71,0.61,0.0,0.12,1.44,78.0,22.0,6.5,590.0,Ubisoft Quebec,M
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft  ,0.03,0.0,0.0,0.0,0.04,46.0,4.0,6.8,18.0,Ubisoft Osaka,E
Transformers: Devastation,Xbox One,2015.0,Action,Activision  ,0.1,0.04,0.0,0.01,0.15,75.0,25.0,7.5,68.0,PlatinumGames,T
Transformers: Devastation,Xbox 360,2015.0,Action,Activision  ,0.08,0.01,0.0,0.01,0.11,,,7.6,29.0,PlatinumGames,T
Transformers: Devastation,PlayStation 4,2015.0,Action,Activision  ,0.11,0.09,0.0,0.04,0.24,77.0,50.0,7.5,225.0,PlatinumGames,T
Transformers: Devastation,PlayStation 3,2015.0,Action,Activision  ,0.05,0.04,0.0,0.02,0.11,,,6.4,24.0,PlatinumGames,T
Transformers: Devastation,PC,2015.0,Action,Activision  ,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.3,80.0,PlatinumGames,T
Uncharted: The Nathan Drake Collection,PlayStation 4,2015.0,Miscellaneous,Sony Computer Entertainment  ,2.55,2.11,0.1,0.94,5.7,86.0,78.0,8.5,3067.0,Bluepoint Games,T
Fallout Anthology,PC,2015.0,Miscellaneous,Bethesda Softworks  ,0.0,0.01,0.0,0.0,0.01,,,8.5,13.0,Various,
Samurai Warriors 4-II,PlayStation Vita,2015.0,Action,Tecmo Koei  ,0.0,0.0,0.06,0.0,0.06,,,,,Omega Force,T
Samurai Warriors 4-II,PlayStation 4,2015.0,Action,Tecmo Koei  ,0.04,0.02,0.07,0.01,0.13,73.0,26.0,7.2,38.0,Omega Force,T
Samurai Warriors 4-II,PlayStation 3,2015.0,Action,Tecmo Koei  ,0.0,0.0,0.12,0.0,0.12,,,,,Omega Force,T
LEGO Dimensions,PlayStation 4,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.48,0.5,0.0,0.2,1.18,80.0,53.0,7.2,84.0,Traveller's Tales,E10+
LEGO Dimensions,PlayStation 3,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.26,0.41,0.0,0.13,0.81,,,6.5,19.0,TT Games,E10+
LEGO Dimensions,Wii U,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.37,0.22,0.0,0.06,0.65,62.0,5.0,6.4,35.0,Traveller's Tales,E10+
LEGO Dimensions,Xbox One,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.47,0.18,0.0,0.07,0.72,80.0,12.0,7.1,33.0,Traveller's Tales,E10+
LEGO Dimensions,Xbox 360,2015.0,,Warner Bros. Interactive Entertainment  ,0.49,0.31,0.0,0.08,0.87,,,6.2,20.0,,
Metal Gear Solid V: The Phantom Pain,Xbox One,2015.0,Modern,Konami Digital Entertainment  ,0.49,0.25,0.02,0.07,0.83,95.0,10.0,7.5,1256.0,"Kojima Productions, Moby Dick Studio",M
Metal Gear Solid V: The Phantom Pain,PlayStation 4,2015.0,Modern,Konami Digital Entertainment  ,0.97,1.15,0.5,0.42,3.04,93.0,86.0,8.2,5976.0,"Kojima Productions, Moby Dick Studio",M
Devil's Third,Wii U,2015.0,Action Adventure,Nintendo  ,0.03,0.02,0.0,0.0,0.05,43.0,54.0,6.7,312.0,Valhalla Game Studios,M
Dishonored: Definitive Edition,PlayStation 4,2015.0,Action Adventure,Bethesda Softworks  ,0.12,0.21,0.02,0.06,0.42,80.0,32.0,7.7,355.0,Arkane Studios,M
Dishonored: Definitive Edition,Xbox One,2015.0,Action Adventure,Bethesda Softworks  ,0.13,0.05,0.0,0.02,0.19,76.0,12.0,7.9,113.0,Arkane Studios,M
One Piece: Pirate Warriors 3,PlayStation Vita,2015.0,Action,Tecmo Koei  ,0.0,0.03,0.14,0.01,0.18,76.0,4.0,7.5,23.0,Omega Force,T
One Piece: Pirate Warriors 3,PlayStation 4,2015.0,Action,Tecmo Koei  ,0.11,0.22,0.11,0.06,0.52,74.0,34.0,7.6,169.0,Omega Force,T
One Piece: Pirate Warriors 3,PlayStation 3,2015.0,Action,Tecmo Koei  ,0.0,0.06,0.2,0.01,0.27,,,7.0,12.0,Omega Force,T
Onechanbara Z2: Chaos,PlayStation 4,2015.0,Action Adventure,NIS America  ,0.16,0.03,0.05,0.04,0.28,57.0,40.0,6.9,87.0,"Tamsoft, D3Publisher",M
Senran Kagura 2: Deep Crimson,3DS,2015.0,Action,Marvelous Entertainment  ,0.06,0.02,0.08,0.01,0.18,58.0,28.0,6.5,82.0,Tamsoft,M
Resident Evil: Revelations 2,PlayStation Vita,2015.0,Horror,Sony Computer Entertainment  ,0.0,0.04,0.08,0.01,0.13,65.0,12.0,8.2,110.0,Frima Studio,M
Zombi,PlayStation 4,2015.0,Action,Ubisoft  ,0.0,0.04,0.01,0.01,0.07,71.0,29.0,5.9,218.0,"Ubisoft Montpellier, Straight Right",M
Toy Soldiers: War Chest,Xbox One,2015.0,Strategy,Ubisoft  ,0.07,0.0,0.0,0.01,0.08,60.0,14.0,7.7,56.0,Krome Studios,
Toy Soldiers: War Chest,PlayStation 4,2015.0,Strategy,Ubisoft  ,0.07,0.0,0.0,0.02,0.09,62.0,19.0,7.1,66.0,Krome Studios,
Paranormal Pursuit: The Gifted One,PC,2015.0,Adventure,Alawar Entertainment  ,0.0,0.02,0.0,0.0,0.02,,,,,Logris Games,
Living Legends: Frozen Beauty,PC,2014.0,Puzzle,Big Fish Games  ,0.0,0.03,0.0,0.0,0.04,,,,,"Playrix Entertainment, 4 Friends Games",
Legend of Kay Anniversary,Wii U,2015.0,Action Adventure,Nordic Games  ,0.0,0.01,0.0,0.0,0.01,67.0,9.0,6.9,37.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,Wii U,2015.0,Action Adventure,Nordic Games  ,0.05,0.02,0.0,0.01,0.07,67.0,9.0,6.9,37.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,PlayStation 4,2015.0,Action Adventure,Nordic Games  ,0.0,0.06,0.0,0.01,0.07,62.0,22.0,5.9,16.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,PlayStation 4,2015.0,Action Adventure,Nordic Games  ,0.03,0.03,0.0,0.01,0.08,62.0,22.0,5.9,16.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,PlayStation 4,2015.0,Action Adventure,Nordic Games  ,0.0,0.06,0.0,0.01,0.07,62.0,22.0,5.9,16.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,PlayStation 4,2015.0,Action Adventure,Nordic Games  ,0.03,0.03,0.0,0.01,0.08,62.0,22.0,5.9,16.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,Wii U,2015.0,Action Adventure,Nordic Games  ,0.0,0.01,0.0,0.0,0.01,67.0,9.0,6.9,37.0,"Neon Studios, Kaiko",E10+
Legend of Kay Anniversary,Wii U,2015.0,Action Adventure,Nordic Games  ,0.05,0.02,0.0,0.01,0.07,67.0,9.0,6.9,37.0,"Neon Studios, Kaiko",E10+
LEGO Jurassic World,PlayStation 3,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.36,0.49,0.0,0.17,1.02,,,7.4,18.0,TT Games,E10+
Bladestorm: Nightmare,Xbox One,2015.0,Action,Tecmo Koei  ,0.06,0.02,0.0,0.01,0.08,48.0,6.0,6.7,10.0,Omega Force,T
Dying Light,Xbox One,2016.0,Horror,Warner Bros. Interactive Entertainment  ,1.01,0.31,0.01,0.14,1.47,74.0,26.0,7.9,507.0,Techland,M
Resident Evil: Revelations 2,Xbox One,2015.0,Horror,Capcom  ,0.1,0.02,0.0,0.01,0.14,75.0,22.0,7.9,170.0,Capcom,M
The Mighty Quest for Epic Loot,PC,2015.0,Action Adventure,Ubisoft  ,0.0,0.0,0.0,0.0,0.01,64.0,9.0,5.6,95.0,Ubisoft Montreal,T
Psychedelica of the Black Butterfly,PlayStation Vita,2018.0,Adventure,Aksys Games  ,0.0,0.0,0.02,0.0,0.02,78.0,5.0,6.6,8.0,Otomate,T
Dying Light,PlayStation 4,2015.0,Horror,Warner Bros. Interactive  ,1.18,0.74,0.13,0.4,2.45,74.0,58.0,8.0,1717.0,Techland,M
Saints Row IV: Re-Elected,PlayStation 4,2015.0,Action Adventure,Deep Silver  ,0.15,0.18,0.03,0.06,0.42,75.0,25.0,7.3,167.0,Volition Inc.,M
Saints Row IV: Re-Elected,Xbox One,2015.0,Action Adventure,Deep Silver  ,0.13,0.09,0.0,0.02,0.24,73.0,7.0,7.0,51.0,Volition Inc.,M
Lara Croft and the Temple of Osiris,PlayStation 4,2014.0,Action,Square Enix  ,0.0,0.07,0.0,0.01,0.09,74.0,40.0,6.6,179.0,Nixxes Software,T
Ultimate NES Remix,3DS,2014.0,Miscellaneous,Nintendo  ,0.19,0.11,0.0,0.03,0.33,69.0,16.0,7.8,43.0,indieszero,E
Terraria,Xbox One,2014.0,Action,505 Games  ,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.9,50.0,"Engine Software, Pipeworks Software, Inc.",T
Fabled Legends: The Dark Piper,PC,2014.0,Miscellaneous,Big Fish Games  ,0.0,0.01,0.0,0.0,0.01,,,,,"Big Fish Games, Blue Tea Games",
Escape Dead Island,Xbox 360,2014.0,Action Adventure,Deep Silver  ,0.03,0.04,0.0,0.01,0.07,32.0,12.0,3.6,81.0,Fatshark AB,M
Escape Dead Island,PlayStation 3,2014.0,Action Adventure,Deep Silver  ,0.05,0.03,0.0,0.02,0.1,40.0,25.0,3.1,53.0,Fatshark AB,M
Grand Theft Auto V,Xbox One,2014.0,Action Adventure,Rockstar Games  ,4.7,3.25,0.01,0.76,8.72,97.0,14.0,7.8,1560.0,Rockstar North,M
Grand Theft Auto V,PlayStation 4,2014.0,Action Adventure,Rockstar Games  ,6.06,9.71,0.6,3.02,19.39,97.0,66.0,8.4,6903.0,Rockstar North,M
Terraria,PlayStation 4,2014.0,Action,505 Games  ,0.0,0.05,0.01,0.01,0.07,83.0,4.0,7.7,111.0,"Engine Software, Pipeworks Software, Inc.",T
Winx Club: Saving Alfea,3DS,2014.0,Action,Namco Bandai Games  ,0.0,0.01,0.0,0.0,0.01,,,,,Little Orbit,E
Sunset Overdrive,Xbox One,2014.0,General,Microsoft Studios  ,0.64,0.42,0.0,0.1,1.16,81.0,89.0,7.8,1471.0,Insomniac Games,M
Winx Club: Saving Alfea,DS,2014.0,Action,Little Orbit  ,0.01,0.0,0.0,0.0,0.01,,,,,"1st Playable Productions, Little Orbit",E
The Evil Within,PlayStation 4,2014.0,Horror,Bethesda Softworks  ,0.56,0.9,0.11,0.28,1.86,75.0,65.0,7.7,1874.0,Tango Gameworks,M
Akiba's Trip: Undead & Undressed,PlayStation Vita,2014.0,Action Adventure,Xseed Games  ,0.04,0.02,0.08,0.02,0.16,64.0,17.0,7.3,75.0,Acquire,M
Akiba's Trip: Undead & Undressed,PlayStation 3,2014.0,Action Adventure,Xseed Games  ,0.06,0.01,0.04,0.02,0.13,57.0,20.0,7.7,46.0,Acquire,M
